93,init_kaiming,tanh,BatchNorm1d,RMSprop,42,0.150004
94,init_kaiming,tanh,BatchNorm1d,RMSprop,56,0.138295
95,init_kaiming,tanh,BatchNorm1d,RMSprop,12,0.150960
96,init_kaiming,tanh,BatchNorm1d,Adam,42,0.151648
97,init_kaiming,tanh,BatchNorm1d,Adam,56,0.136542
98,init_kaiming,tanh,BatchNorm1d,Adam,12,0.146912
99,init_kaiming,tanh,LayerNorm,SGD,42,0.194827
100,init_kaiming,tanh,LayerNorm,SGD,56,0.190380
101,init_kaiming,tanh,LayerNorm,SGD,12,0.186533
102,init_kaiming,tanh,LayerNorm,RMSprop,42,0.116760
103,init_kaiming,tanh,LayerNorm,RMSprop,56,0.109345
104,init_kaiming,tanh,LayerNorm,RMSprop,12,0.131263
105,init_kaiming,tanh,LayerNorm,Adam,42,0.137919
106,init_kaiming,tanh,LayerNorm,Adam,56,0.121653
107,init_kaiming,tanh,LayerNorm,Adam,12,0.129875
108,init_kaiming,silu,None,SGD,42,0.197545
109,init_kaiming,silu,None,SGD,56,0.195122
110,init_kaiming,silu,None,SGD,12,0.191442
111,init_kaiming,silu,None,RMSprop,42,0.161144
112,init_kaiming,silu,None,RMSprop,56,0.162594
113,init_kaiming,silu,None,RMSprop,12,0.214797
114,init_kaiming,silu,None,Adam,42,0.185049
115,init_kaiming,silu,None,Adam,56,0.160271
116,init_kaiming,silu,None,Adam,12,0.163565
117,init_kaiming,silu,BatchNorm1d,SGD,42,0.234870
118,init_kaiming,silu,BatchNorm1d,SGD,56,0.230293
119,init_kaiming,silu,BatchNorm1d,SGD,12,0.232897
120,init_kaiming,silu,BatchNorm1d,RMSprop,42,0.150004
121,init_kaiming,silu,BatchNorm1d,RMSprop,56,0.138295
122,init_kaiming,silu,BatchNorm1d,RMSprop,12,0.150960
123,init_kaiming,silu,BatchNorm1d,Adam,42,0.151648
124,init_kaiming,silu,BatchNorm1d,Adam,56,0.136542
125,init_kaiming,silu,BatchNorm1d,Adam,12,0.146912
126,init_kaiming,silu,LayerNorm,SGD,42,0.194827
127,init_kaiming,silu,LayerNorm,SGD,56,0.190380
128,init_kaiming,silu,LayerNorm,SGD,12,0.186533
129,init_kaiming,silu,LayerNorm,RMSprop,42,0.116760
130,init_kaiming,silu,LayerNorm,RMSprop,56,0.109345
131,init_kaiming,silu,LayerNorm,RMSprop,12,0.131263
132,init_kaiming,silu,LayerNorm,Adam,42,0.137919
133,init_kaiming,silu,LayerNorm,Adam,56,0.121653
134,init_kaiming,silu,LayerNorm,Adam,12,0.129875
135,init_kaiming,relu,None,SGD,42,0.197545
136,init_kaiming,relu,None,SGD,56,0.195122
137,init_kaiming,relu,None,SGD,12,0.191442
138,init_kaiming,relu,None,RMSprop,42,0.161144
139,init_kaiming,relu,None,RMSprop,56,0.162594
140,init_kaiming,relu,None,RMSprop,12,0.214797
141,init_kaiming,relu,None,Adam,42,0.185049
142,init_kaiming,relu,None,Adam,56,0.160271
